Links,Brand,Name,Ingredients
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,SheaMoisture African Black Soap Bamboo Charcoal Deep Cleansing Shampoo - 13 fl oz,No Info
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,Carol's Daughter Almond Milk Daily Damage Repair Sulfate-Free Shampoo - 12.0 fl oz,"Water (Aqua), Sodium Cocoyl Isethionate, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Cocamide Mea. Sodium Lauroyl Sarcosinate, Cocamidopropyl Hydroxysultaine, Acrylates Copolymer, Glycerin, Coconut Oil Glycereth-8 Esters, Dimethiconol, Shea Butter Glycereth-8 Esters, Dimethicone, Amodimethicone, Cyclopentasiloxane, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cocos Nucifera (Coconut) Oil, Laureth-23, Laureth-4, Trideceth-12. Decyl Glucoside, Lauryl Glucoside, Cetrimonium Chloride, C12-13 Pareth-23, C12-13 Pareth-3, Polyglyceryl-4 Caprate, Glycol Distearate, Cystine Bis-Pg-Propyl Silanetriol, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Oryza Sativa (Rice) Bran Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Aloe Barbadensis Leaf Extract, Moringa Oleifera Seed Extract, Fragrance (Parfum). Divinyldimethicone/Dimethicone Copolymer, Ethylhexylglycerin, Laurdimonium Hydroxypropy! Hydrolyzed Keratin, Zea Mays (Corn) Starch, Prunus Amygdalus Dulcis (Sweet Almond) Protein, Coumarin, Peg-120 Methyl Glucose Dioleate, Panthenol, Tocopherol, Polyquaternium-7. Guar Hydroxypropyltrimonium Chloride, Xanthan Gum, Citric Acid, Disodium Edta, Bht, Phenoxyethanol, Potassium Hydroxide, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Benzy! Alcohol, Linalool, Butylphenyl Methylpropional"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,The Mane Choice Detangling Hydration Shampoo - 8 fl oz,"Aqua (Purified Water), Cocamidopropyl Betaine (Derived From Coconut), Cetrimonium Chloride, Chamomilla Recutita (Matricaria) Flower Extract, Salvia Sclarea (Clary) Leaf Extract, Lavandula Angustifolia (Lavender) Extract, Betula Alba (Birch) Bark Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Equisetum Hiemale (Horsetail) Extract, Celery Seed Extract (Apium Graveolens), Sodium Cocoyl Glutamate, Citrus Grandis (Grapefruit) Extract, Urtica Dioica (Nettle) Extract, Thymus Vulgaris (Thyme) Extract, Achillea Millefolium (Yarrow) Extract, Panthenol, Silk Amino Acids, Citric Acid, Ricinus Communis (Castor) Seed Oil, Biotin, Tocopheryl Acetate (Vitamin E), Persea Gratissima (Avocado) Oil, Fragrance (Essential Oil Blend), Violet 2"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,The Mane Choice Heavenly Halo Herbal Hair Tonic & Soy Milk Deep Hydration Shampoo - 8 fl oz,"Ingredients: Aqua (Purified Water), Lagenaria Sphaerica (Umutanga) Seed Oil, Cymbopogon Martini (Palmarosa) Oil, Glycyrrhiza Glabra (Yashtimadhu) Root), Sambucus Nigra (Elder) Flower Extract), Yucca Glauca (Yucca) Root), Equisetum Hiemale (Horsetail) Extract, Althaea Officinalis (Marshmallow) Root Extract, Eclipta Alba (Bhringraj) Powder, Salvia Officinalis (Sage) Extract, Cocamidopropyl Betaine (Derived From Coconut), Cetrimonium Chloride, Sodium Cocoyl Glutamate, Rosmarinus Officinalis (Rosemary) Extract, Urtica Dioica (Nettle) Leaf Extract, Cholecalciferol (Vitamin D), Tocopheryl Acetate (Vitamin E), Glycine Soja (Soy) Extract, Arctium Lappa (Burdock) Root Oil, Biotin, Citric Acid, Ricinus Communis (Castor) Seed Oil, Persea Gratissima (Avocado) Oil, Fragrance (Essential Oil Blend)"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,SheaMoisture Coconut & Hibiscus Curl & Shine Shampoo Trial Size - 3.2 fl oz,"Deionized Water, Decyl Glucoside (Sugar Beets), Cocos Nucifera (Coconut) Oil*, Butyrospermum Parkii (Shea Butter)*, Aloe Vera Leaf Juice, Vitamin E, Melia Azadirachta (Neem) Seed Oil, Sodium Lauroyl Lactylate (Coconut Oil), Panthenol (Vitamin B-5), Rosemary Extract, Silk Protein, Essential Oil Blend, Guar Gum, Lonicera Caprifolium (Honeysuckle) Flower (And) Lonicera Japonica (Japanese Honeysuckle) Flower Extract, Hibiscus Flower Extract"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,Aunt Jackie's Kids Heads Up Moisturizing & Softening Shampoo - 12 fl oz,"Ingredients: Aqua, Sodium C14-16 Olefin Sulfonate, Cocamide Mea, Cocamidopropyl Betaine, Glycol Stearate, Glycerin, Parfum, Sodium Chloride, Polyquaternium-7, Argania Spinosa Kernel Oil, Tetrasodium Edta, Cocos Nucifera Oil, Magnesium Nitrate, Butyrospermum Parkii Butter, Sodium Benzoate, Persea Gratissima Oil, Olea Europaea Fruit Oil, Methylchloroisothiazolinone, Linum Usitatissimum Seed Oil, Magnesium Chloride, Glycine Soja Oil, Tocopherol, Methylisothiazolinone, Citric Acid, Hexyl Cinnamal, Yellow 5 (Ci 19140)"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,The Mane Choice Prickly Pear Paradise Conditioning Cleanse Foam - 8 fl oz,"Ingredients: Water (Aqua), Glycerin, Peg-40 Hydrogenated Castor Oil, Cocamidopropyl Betaine (Derived From Coconut Oil), Opuntia Vulgaris (Prickly Pear Cactus) Extract, Ascorbic Acid (Vitamin C), Biotin, Chamomilla Recutita (Matricaria) Flower Extract, Cholecalciferol (Vitamin D), Citrus Aurantium Dulcis (Valencia Orange) Fruit Extract, Citrus Grandis (Grapefruit) Fruit Extract, Cymbopogon Flexuosus, (Lemongrass) Oil, Ginkgo Biloba Leaf Extract, Glycine Soja (Soybean) Extract, Laminaria Digitata (Sea Kelp) Extract, Laminaria Hyperborea (Sea Kelp) Extract, Lavandula Angustifolia (Lavender) Flower Extract, Mangifera Indica (Mango) Fruit Extract, Panthenol, Rosmarinus Officinalis (Rosemary) Leaf Oil, Salix Alba (White Willow) Bark Extract, Tocopheryl Acetate (Vitamin E). Sodium Benzoate, Sorbitol, Vp/Va Copolymer, 'Potassium Sorbate, Cetrimonium Chloride, Propylene Glycol, Phenoxyethanol, Red 33 (Ci 17200), Red 40 (Ci 16035), Fragrance (Parfum & Essential Oil Blend)"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,Kaleidoscope Therapeutic Growth Shampoo - 8 fl oz,"Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Sodium Chloride, Polysorbate 20, Ppg-2 Hydroxyethyl Coco/Isostearamide, Polyquaternium-10, Peg-120 Methyl Glucose Dioleate, Menthol, Citric Acid, Disodium Edta, Dmdm Hydantoin, Diazolidinyl Urea, Lodopropynyl Butylcarbomate, Fragrance, Blue 1 (Ci42090), Ext. Violet 2"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,Rucker Roots Smoothing Sulfate-Free Shampoo - 8 fl oz,"Ingredients: Ruckers Root Comple (Hedychium Coronarium (Ginger) Root Extract, Daucus Carota Sativa (Carrot) Root Extract, Brassica Rapa (Turnip) Root Extract), Water (Aqua), Sodium Lauryl Methyl Isethionate, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Cocamidopropyl Betaine, Cocamide Dipa, Hydrolyzed Quinoa, Cetrimonium Chloride, Glycol Distearate, Dimethicone, Amodimethicone, Soy Amino Acids, Panthenol, Glycerin, Fragrance (Parfum), Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Trideceth-12, Aloe Barbadensis Leaf Juice, Camellia Sinensis (White Tea) Leaf Extract, Retinyl Palmitate (Vitamin A), Ascorbyl Palmitate (Vitamin C), Tocopheryl Acetate (Vitamin E), Phytonadione (Vitamin K), Sodium Benzoate, Potassium Sorbate, Citric Acid."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,SheaMoisture Jamaican Black Castor Oil Strengthen & Restore Shampoo - 3.2 fl oz,No Info
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72,Novex,Novex Coconut Oil Shampoo - 10.1fl oz,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cocamide Dea, Potassium Chloride, Glycol Distearate, Parfum, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Phenoxyethanol, Disodium Edta, Chlorphenesin, Bht, Glycerin, Polyquaternium-7, Lactic Acid, Linalool, Sodium Benzoate, Cocos Nucifera Oil."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72,Novex,Novex Brazilian Keratin Shampoo - 10.1 fl oz,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Potassium Chloride, Cocamide Dea, Parfum, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Phenoxyethanol, Disodium Edta, Chlorphenesin, Bht, Linalool, Glycerin, Polyquaternium-7, Hexyl Cinnamal, Lactic Acid, Benzyl Salicylate, Sodium Benzoate, Hydrolyzed Wheat Protein, Hydrolyzed Corn Protein, Hydrolyzed Soy Protein, Tocopheryl Acetate."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72,Novex,Novex Powerful Charcoal Shampoo - 10.1 fl oz,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Potassium Chloride, Cocamide Dea, Parfum, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Phenoxyethanol, Disodium Edta, Chlorphenesin, Bht, Hexyl Cinnamal, Glycerin, Polyquaternium-7, Linalool, Lactic Acid, Benzyl Salicylate, D-Limonene, Argilla Extract, Sodium Benzoate, Ci 77266, Propylene Glycol, Peg-40 Hydrogenated Castor Oil, Charcoal Powder, Cucumis Sativus Fruit Extract, Citrus Limon Fruit Extract, Malus Domestica Fruit Extract, Algin, Potassium Sorbate, Ethylhexylglycerin."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72, collection,Curl Theory Aloe & Honey Moisturizing Shampoo - 12 fl oz,"Water, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, Sodium Methyl Oleoyl Taurate, Phenoxyethenol & Ethylhexylglycerin, Aloe Barbadensis Leaf Juice, Lauryl Glucoside, Coco-Glucoside, Panthenol, Trisodium Ethylenediamine Disuccinate, Polyquaternium 10, Guar Hydroxypropyltrimonium Chloride, Citric Acid, Manuka Honey, Potassium Sorbate, Sodium Benzoate."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72,Taliah Waajid,Taliah Waajid Total Body Black Earth Shampoo - 8 fl oz,"Ingredients: Water (Aqua), Sodium C 14-16 Alpha Olefin Sulfonate, Cocamidopropyl Betaine, Cocamidopropylamine Oxide, Polyquaterium 7, Glycol Stearate, Rosemary Extract (Rosmarimus Officinalis), Wheat Germ (Triticum Vulgare), Yarrow Root Extract (Achillea Millefolium), Black Seed Oil Extract, (Nigella Sativa), Olive Oil (Olea Europaea), Salt, Silk Amino Acids, Vitamin E (Tocopherol Acetate), Fd&C 1, Fd&C Yellow 6, Fd&C Red 40, Sage Extract (Salvia Officinalis), Caprylyl Glycol Phenoxyethanol, Fragrance (Parfum)."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=72,Novex,Novex Mystic Black Shampoo - 10.1 fl oz,"Aqua, Disodium Laureth Sulfosuccinate, Cocamide Dea, Cocamidopropyl Betaine, Glycerin, Lauryl Glucoside, Guar Hydroxypropyltrimonium Chloride, Parfum, Peg/Ppg-120/10 Trimethylolpropane Trioleate, Laureth-2, Glycol Distearate, Benzyl Alcohol, Phenoxyethanol, Polyquaternium-7, Coco-Glucoside, Disodium Edta, Potassium Chloride, Chlorphenesin, Sodium Benzoate, Bht, Glyceryl Stearate, Glyceryl Oleate, D-Limonene, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional, Citric Acid, Benzoic Acid, Adansonia Digitata Oil."
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Emerge Hair Care,Emerge Style Goals Definition & Control Hair Gel - 11.7 fl oz,"Ingredients: Water, Glycerin (Vegetable), Polysorbate 20, Vp/Va Copolymer, Carbomer, Panthenol, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Caryocar Brasiliense (Pequi) Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Zea Mays (Corn) Starch, Sodium Carbonate, Tocopherol, Xanthan Gum, Polyglyceryl-4 Caprate, Sodium Hydroxide, Phenoxyethanol, Fragrance"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Kinky-Curly,Kinky-Curly Original Curling Custard - 8oz,No Info
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Ecoco,Eco Style Professional Olive Styling Gel - 16 fl oz,"Ingredients: Water/Aqua/Eau, Carbomer, Triethanolamine, Hydrolyzed Wheat Protein, Pvp, Glycerin, Sodium Hydroxymethylglycinate, Polysorbate 20, Tetrasodum Edta, Olea Europaea (Olive) Fruit Oil), Fragrance (Parfum), Ci19140 Yellow 5"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Aunt Jackie's,Aunt Jackie's Flaxseed Don't Shrink Curling Gel - 15oz,"Ingredients: Aqua, Glycerin, Carbomer, Aminomethyl Propanol, Phenoxyethanol, Pvp, Polysorbate 20, Hydrolyzed Wheat Protein, Parfum, Ethylhexylglycerin, Tetrasodium Edta, Potassium Sorbate, Linum Usitatissimum Seed Oil, Tocopherol, D-Limonene, Hexyl Cinnamal, Linalool, Amyl Cinnamal, Butylphenyl Methylpropional"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0, collection,SheaMoisture Curling Gel Souffle for Thick Curly Hair Coconut and Hibiscus - 12 fl oz,"Glycerin (Vegetable), Water, Corn Syrup, Pectin, Butyrospermum Parkii (Shea) Butter*~, Aloe Barbadensis Leaf Juice, Agave Tequilana Leaf Extract, Adansonia Digitata Fruit Extract, Panthenol, Linum Usitatissimum (Linseed) Seed Oil, Tocopheryl Acetate, Citric Acid, Fragrance (Essential Oil Blend), Potassium Sorbate, Benzyl Benzoate."
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Wet Line,Wet Line Xtreme Pro Styling Gel - Clear - 35.27oz,"Water, Triethanolamine, Polyacrylic Acid, Carbomer, Glycerin, Sodium Polyacrylate, Fragrance, Benzyl Alcohol, Tetrasodium Edta, Methylchloroisothiazolinone, Methylisothiazolinone, Panthenol, Methoxycinnamidopropyl Hydroxysultaine, Ext. Violet 2 (Ci 60730), Aloe Barbadensis Leaf Juice"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,SheaMoisture,SheaMoisture Coconut Custard Make It Last Wash N' Go Defining Gel-Oil - 12oz,"Water, Glycerin (Vegetable), Propanediol, Hydroxypropyltrimonium Hydrolyzed Corn Starch, Carrageenan, Xanthan Gum, Cocos Nucifera (Coconut) Fruit Juice, Hydrolyzed Pea Protein, Butyrospermum Parkii (Shea) Butter*+, Cocos Nucifera (Coconut) Oil, Garcinia Indica (Kokum) Seed Butter, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Adansonia Digitata (Baobab) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Cocos Nucifera (Coconut) Fruit Extract, Acacia Senegal Gum Extract, Hydrolyzed Wheat Protein, Hydrolyzed Wheat Starch, Tapioca Maltodextrin, Acacia Senegal Gum, Triethyl Citrate, Caprylyl Glycol, Benzoic Acid, Sodium Benzoate, Fragrance (Essential Oil Blend)"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Camille Rose,Camille Rose Almond Jai Twisting Butter - 8oz,"Ingredients: Deionized Water, Behentrimonium Methosulfate (Btms) Cetearyl Alcohol, Prunus Dulcis (Almond) Milk, Prunus Dulcis (Almond) Oil, Cucurbita Pepo (Pumpkin) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Oryza Sativa (Rice) Bran Oil, Macadamia Ternifolia (Macadamia Nut) Seed Oil, Olea Europaea (Olive) Fruit Oil, Cannabis Sativa (Hemp) Seed Oil, Ulmus Fulva Bark Extract (Slippery Elm). Ricinus Communis (Castor) Seed Oil/Hydrogenated, Aloe Barbadensis (Aloe) Leaf Juice. Honey, Camellia Sinensis (Green Tea) Leaf Extract, Phenoxyethanol, Caprylyl Glycol, Sorbic Acid, And Scent, And Love!"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Aunt Jackie's,Aunt Jackie's Curl La La Defining Curl Custard - 15oz,"Ingredients: Aqua, Propylene Glycol, Polyquaternium-37, Propylene Glycol Dicaprylate/ Dicaprate, Butyrospermum Parkii Butter, Glycine Soja Oil, Glycerin, Olea Europaea Fruit Oil, Cetyl Alcohol, Parfum, Dimethicone, Ppg-1 Trideceth-6, Stearalkonium Chloride, Lanolin Oil, Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer, Dehydroacetic Acid, Cetearyl Alcohol, Hydrolyzed Quinoa, Butylene Glycol, Citric Acid, Phenoxyethanol, Potassium Sorbate, Tbhq, Ethylhexylglycerin, Benzyl Alcohol, D-Limonene, Hexyl Cinnamal, Linalool, Amyl Cinnamal, Butylphenyl Methylpropional, Citronellol, Hydroxycitronellal, Cinnamyi Alcohol, Ci 17200, Ci 42090"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Aunt Jackie's,Aunt Jackie's Coconut Butter Creme Intensive Moisture Sealant - 7.5oz,"Aqua, Cetearyl Alcohol, Cetyl Alcohol, Glycerin, Cocos Nucifera Oil, Butyrospermum Parkii Butter, Glycol Distearate, Ricinus Communis Seed Oil, Parfum, Dicetyldimonium Chloride, Phenoxyethanol, Isododecane, Panthenol, Neopentyl Glycol Diheptanoate, Polyquaternium-37, Propylene Glycol Dicaprylate/Dicaprate, Propylene Glycol, Cetrimonium Chloride, Linum Usitatissimum Seed Oil, Argania Spinosa Kernel Oil, Plumeria Acutifolia Flower Extract, Stearalkonium Chloride, Ethylhexylglycerin, Ppg-1 Trideceth-6, Tetrasodium Edta, Silk Amino Acids, Rosmarinus Officinalis Leaf Extract, Panax Ginseng Root Extract, Equisetum Arvense Extract, Citric Acid, Carya Ovata Bark Extract, Tocopherol, Potassium Sorbate, Sodium Benzoate, Coumarin, D-Limonene"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Ecoco,Eco Style Professional Styling Gel with Argan Oil - 16 fl oz,"Ingredients: Water (Aqua), Carbomer, Triethanolamine Argania Spinosa (Argan) Kernel Oil, Hydrolyzed Wheat Protein, Glycerin, Polysorbate 20, Tetrasodium Edta, Pvp, Sodium Hydroxymethylglycinate, Fragrance (Parfum), Yellow 5 (Ci 19140), Love & Pride"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Cantu,Cantu Extra Hold Edge Stay Gel - 2.25oz,"Water, Ceteareth-25, Peg-7 Glyceryl Cocoate, Glycerin, Peg-40 Hydrogenated Castor Oil, Butyrospermum Parkii (Shea) Butter, Caramel, Fragrance, Phenoxyethanol, Ethylhexylglycerin, Caprylyl Glycol, Simethicone, Silk Amino Acids, Simmondsia Chinensis (Jojoba) Seed Oil, Panthenol, Theobroma Cacao (Cocoa) Seed Butter."
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Mielle Organics,Mielle Rosemary Mint Strengthening Edge Gel - 2oz,"Water (Aqua, Eau), Ceteareth-25, Glycerin, Peg-7 Glyceryl Cocoate, Peg-40 Hydrogenated Castor Oil, Propylene Glycol, Ethylhexylglycerin, Olea Europaea (Olive) Fruit Oil, Mentha Piperita (Peppermint) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Equisetum Arvense (Horsetail Grass) Extract, *Orbignya Oleifera (Babassu) Seed Oil, *Zingiber Officinale (Ginger) Root Oil, *Cocos Nucifera (Coconut) Oil, Honey, Lawsonia Inermis (Henna) Extract, Rosmarinus Officinalis (Rosemary) Leaves Extract, Humulus Lupulus (Hops) Extract, Urtica Dioica (Nettle) Extract, Phenoxyethanol, Anthemis Nobilis (Chamomile) Flower Extract, Symphytum Officinale (Comfrey) Leaves Extract, Benzoic Acid, Glycereth-2-Cocoate, Fragrance"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Moco Gorila,Moco De Gorila Punk Squizz Hair Gel - 11.9oz,"Water, Pvp, Alcohol, Peg-150, Sorbitol, Hydroxyethylcellulose, Triethanolamine, Carbomer, Cyamopsis, Tetragonoloba (Guar) Gum, Fragrance (Parfum), Yellow 10 (Ci 47005), Yellow 6 (Ci 15985), Green 8 (Ci 59040), Methylchloroisothiazolinone, Methylisothiazolinone."
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Murray's,Murray's Premium Edgewax Gel - 4oz,No Info
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Ecoco,Eco Style Professional Styling Gel Black Castor & Flaxseed Oil - 16 fl oz,"Ingredients: Water (Aqua), Ricinus Communis (Castor) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Glycerin, Polysorbate 20, Tetrasodium Edta, Carbomer, Sodium Hydroxymethylglycinate, Pvp, Synthetic Fluorphlogopite, Titanium Dioxide, Tin Oxide, Fragrance (Parfum), Triethanolamine, Limonene, Hydroxycitronellal, Lilial, Yellow 5 (Cii 19140), Love & Pride"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Dove Beauty,Dove Beauty Shine & Moisture Finishing Gel - 8 fl oz,"Water (Aqua), Glycerin, Propylene Glycol, Peg-40 Hydrogenated Castor Oil, Polyquaternium-10, Aloe Barbadensis Leaf Juice, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Vp/Va Copolymer, Phenoxyethanol, Fragrance (Parfum), Caprylyl Glycol, Polyquaternium-11, Cetrimonium Chloride, Disodium Edta, Benzyl Alcohol, Benzyl Salicylate, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool."
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Mielle Organics,Mielle Moisture RX Hawaiian Ginger Moisturizing Styling Gel - 12oz,"Ingredients: Water (Aqua, Eau), Glycerin Vegetable), Xanthan Gum, Laureth 23, Fragrance (Parfum), Chamomilla Recutita (Matricaria Flower Extract, Zingiber Officinale (Ginger) Root Oil, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharinum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Persea Gratissima (Avocado) Oil, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Ecoco,Eco Style Professional Styling Gel - 16 fl oz,"Ingredients: Water (Aqua), Olea Europaea (Olive) Fruit Oil, Ricinus Communis (Castor) Seed Oil, Butyrospermum Parkii (Shea) Butter, Linum Usitatissimum (Linseed) Seed Oil, Hydrolyzed Wheat Protein, Glycerin, Pvp, Polysorbate 20, Tetrasodium Edta, Carbomer, Sodium Hydroxymethylglycinate, Mica, Titanium Dioxide, Iron Oxide, Fragrance (Parfum), Triethanolamine, Benzyl Benzoate, Limonene, Hydroxycitronellal, Lilial, Yellow 5 (Ci 19140), Yellow 6 (Ci 15985), Love & Pride"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Ecoco,Eco Style Professional Styling Gel Krystal - 16 fl oz,"Ingredients: Water (Aqua), Carbomer, Triethanolamine, Hydrolyzed Wheat Protein, Glycerin, Polysorbate 20, Tetrasodium Edta, Pvp, Sodium Hydroxymethylglycinate, Fragrance (Parfum), Love & Pride"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Mixed Chicks,Mixed Chicks Styling Cream,"Ingredients: Water (Aqua), Polyquaternium-11, Glycerin, Cetearyl Alcohol, Acrylic Acid/Vp Crosspolymer, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Argania Spinosa Kernel Oil, Simmondsia, Olea Europaea (Olive) Oil, Carthamus Tinctorius (Safflower) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Macadamia Ternifolia Seed Oil, Phenoxyethanol, Sodium Hydroxide, Benzyl Alcohol, Potassium Sorbate, Fragrance, Fd&C Yellow #5, Fd&C Yellow #6, Propylene Glycol, Hydrastis Canadensis (Golden Seal) Extract, Humulus Lupulus (Hops) Extract, Chamomilla Recutita (Matricaria) Extract, Rosmarinus Officinalis (Rosemary) Extract, Hamamelis Virginiana (Witch Hazel) Extract"
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Mielle Organics,Mielle Organics Styling Gel with Honey & Ginger - 13 fl oz,No Info
https://www.target.com/c/textured-hair-care/hair-gels/-/N-4rsrfZ3e8i8?type=products&Nao=0,Botanika,Botanika The Definer Light Curl Cream - 12 fl oz,"Water (Aqua, Eau), Amodimethicone, Centrimonium Chloride, Trideceth-12, Glycerin, Cetearyl Alcohol, Polysorbate-60, Guar Hydroxypropyltrimonium Chloride, Octylmethoxycinnamate, Carthamus Tinctorius (Safflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Moringa Oleifera Seed Oil, Silk Amino Acids, Hydrotriticum Pvp, Althaea Officinalis Root Extract, Pimentha Acris (Bay) Leaf Oil, Hydrolyzed Wheat Protein, Hydroxyethylcellulose, Methylgluceth-20, Disodium Edta, Citric Acid, Fragrance (Parfum), Caprylyl Glycol, Phenoxyethanol"
